Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Sudan,SDN,"Population, female",SP.POP.TOTL.FE.IN,4137077,4261491,4392323,4529837,4677168,4831577,4985118,5141408,5303824,5471026,5644479,5829405,6025491,6231936,6463611,6719464,6985965,7267038,7564023,7874230,8200719,8542680,8886923,9190704,9409814,9576076,9749846,9918516,10048781,10193049,10372354,10545481,10704351,10908603,11192341,11493994,11793467,12103541,12410574,12728827,13066984,13397021,13714630,14031002,14362444,14728917,15133106,15566424,16007627,16452670,16851113,17193271,17566190,17985615,18496684,19084493,19690357,20344125,21005857,21624451,22231053,22842482
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,1639489,1683914,1729534,1776386,1824777,1874916,1927177,1981610,2037862,2095813,2155773,2218015,2282488,2349185,2417188,2485378,2553806,2621448,2689521,2760785,2835865,2915008,2997903,3084136,3173550,3267020,3365337,3467595,3572361,3679525,3789744,3901938,4014941,4128846,4242265,4354128,4464551,4574529,4685724,4799863,4917618,5038914,5164280,5294846,5430752,5572083,5720487,5874678,6033364,6198778,6370907,6548585,6731566,6918883,7111154,7307890,7508739,7714564,7925155,8140163,8359194,8579664
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,817512,840781,862369,882046,902467,922883,944289,963327,978499,991236,1005864,1025272,1045313,1065978,1084801,1101678,1117484,1134130,1149309,1165681,1181963,1241412,1298927,1317817,1344985,1349348,1351372,1375383,1414266,1459990,1519568,1561455,1605472,1643146,1692120,1740692,1808713,1866044,1926182,1937487,1969770,2027180,2051990,2028098,2059943,2109638,2166064,2242360,2349440,2406590,2438290,2484222,2543402,2582486,2613879,2643311,2677036,2679065,2691403,2722116,2712947,2601057
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,62435,63998,65629,67320,69079,70907,72795,74742,76758,78800,80749,82751,84963,87355,89968,92800,95963,99433,103055,106811,110691,114700,118835,123104,127499,132030,136669,141351,146042,150775,155589,160474,165431,170474,175624,180893,186250,191647,197088,202492,207810,213076,218316,223600,228933,234329,239841,245462,251172,257098,263369,270007,276985,284224,291650,299207,306834,314498,322200,329962,337950,346168
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,1172508,1192476,1213530,1235593,1258723,1282840,1307576,1333014,1359061,1385391,1412235,1439080,1466114,1493840,1521945,1550326,1578647,1608171,1639537,1671838,1705403,1740052,1775920,1814012,1854001,1895275,1941732,1993864,2047626,2098595,2181394,2207063,2167635,2163908,2172921,2177142,2188253,2216398,2238771,2252803,2308186,2444289,2585175,2689447,2779282,2852644,2914008,2976883,3051126,3134095,3221070,3307516,3394265,3481154,3567901,3653843,3742430,3833302,3924338,4016374,4109203,4201801
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,1404964,1444897,1483480,1520017,1557949,1597820,1638922,1680708,1722940,1764900,1808694,1854314,1900487,1947836,1995586,2043187,2089979,2137354,2185733,2233679,2278228,2307644,2342097,2394513,2447452,2499574,2550473,2602037,2656391,2710294,2762433,2811994,2859789,2902128,2936872,2968099,2996095,3022117,3046336,3068555,3088675,3106305,3120812,3131771,3139645,3144476,3146720,3153993,3166854,3179191,3191359,3203792,3216582,3229694,3242771,3254990,3266614,3276963,3284064,3287678,3295300,3307476
San Marino,SMR,"Population, female",SP.POP.TOTL.FE.IN,7684,7846,8010,8172,8338,8496,8640,8790,8974,9024,8894,8918,9131,9377,9605,9800,9995,10181,10365,10536,10683,10819,10936,11037,11119,11211,11322,11396,11486,11633,11805,11977,12162,12367,12579,12779,12963,13144,13329,13508,13702,13957,14283,14603,14847,15049,15264,15473,15648,15838,16137,16665,17037,17098,17148,17242,17381,17492,17530,17527,17444,17326
Somalia,SOM,"Population, female",SP.POP.TOTL.FE.IN,1441556,1478842,1517245,1556734,1597255,1639053,1681880,1725732,1770816,1817011,1864619,1913069,1962724,2014512,2066012,2117026,2169532,2227089,2390997,2706425,2947735,2968459,2976212,3070877,3183352,3313293,3451294,3574959,3578912,3521450,3506800,3377053,3227072,3323397,3491631,3615669,3744956,3874262,4033843,4195938,4362674,4535518,4703881,4875714,5053614,5226944,5384226,5549417,5711552,5852726,6000046,6094496,6205382,6410507,6637951,6864502,7128282,7413310,7685953,7969926,8246544,8509953
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3455179,3475707,3490225,3504747,3517994,3529484,3550634,3568042,3583765,3597249,3609480,3629211,3648227,3665676,3682446,3698201,3722055,3742356,3760331,3776470,3790609,3812373,3830597,3845225,3856134,3864011,3880679,3892149,3899459,3904193,3907051,3913450,3941352,3969591,3988888,3933705,3931113,3921689,3909021,3897730,3887892,3883138,3881249,3873864,3865190,3854522,3840939,3827397,3813031,3799644,3786331,3758250,3741536,3724821,3708638,3691286,3672802,3653751,3633970,3614847,3591804,3558849
Sub-Saharan Africa (excluding high income),SSA,"Population, female",SP.POP.TOTL.FE.IN,114635096,117434798,120363603,123397903,126559711,129843949,133207646,136676274,140290117,144028077,147905727,151882429,155924374,160148774,164610762,169253823,174045740,178925194,184155931,189712538,195133148,200853300,207092292,213297598,219550322,226136562,232830826,239588711,246393036,253311904,260385966,267447362,274646195,282100794,289622461,297427982,305573368,313640603,321745088,330130994,338803776,347764209,357002244,366497419,376320998,386485991,396991396,407874772,419122058,430696739,442602713,454790498,467259431,480081765,493208851,506665057,520322596,534170644,548366879,562889432,577720721,592621704
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,1462938,1486934,1511752,1537781,1567647,1598473,1625002,1650012,1676128,1702390,1728814,1759990,1795833,1834994,1877147,1919865,1963330,2007816,2053707,2100695,2148913,2198561,2249648,2301380,2352365,2405582,2463114,2504314,2467399,2412771,2436748,2497711,2547528,2585164,2650443,2730910,2800179,2880060,2939586,3017676,3148479,3286776,3430780,3581690,3741461,3911543,4092201,4283691,4484211,4684472,4924626,5186770,5414203,5614589,5667728,5658104,5593169,5388641,5256106,5280526,5358155,5427688
Sub-Saharan Africa,SSF,"Population, female",SP.POP.TOTL.FE.IN,114656118,117456375,120385721,123420550,126582897,129867691,133231950,136701146,140315563,144054102,147932334,151909547,155952106,160176911,164639420,169283157,174075685,178955824,184186796,189743691,195164613,200885185,207124403,213329706,219582660,226169203,232863711,239623065,246427506,253346524,260420716,267482536,274681504,282136829,289659495,297465659,305611715,313679331,321784430,330171056,338844115,347804503,357043730,366538352,376361661,386526735,397032885,407916359,419164461,430739177,442646200,454832692,467301884,480124867,493252522,506709632,520367695,534216220,548412813,562935688,577767319,592668662
Small states,SST,"Population, female",SP.POP.TOTL.FE.IN,7289457,7421996,7567119,7714789,7859746,7999238,8137764,8277883,8421744,8565672,8711961,8864552,9021956,9184840,9356705,9541610,9735233,9937233,10139865,10336691,10534478,10736950,10947561,11165416,11385949,11614984,11850824,12086731,12323854,12580559,12840192,13087930,13290051,13483612,13690678,13890797,14105998,14327350,14550681,14780006,15005566,15223077,15438937,15650372,15866211,16094056,16337424,16596678,16871034,17156046,17437731,17706857,17985498,18285453,18600191,18914162,19226020,19538054,19852049,20158960,20406802,20628937
Sao Tome and Principe,STP,"Population, female",SP.POP.TOTL.FE.IN,29723,30211,31005,31750,32453,33142,33865,34651,35508,36427,37374,38305,39215,40148,41114,42123,43211,44379,45608,46852,48053,49191,50223,51198,52236,53383,54621,55987,57480,58996,60512,61920,63200,64458,65686,66877,68025,69124,70171,71159,72094,73356,75135,77081,79040,81031,83058,85124,87204,89268,91281,93216,95131,97038,98903,100713,102465,104172,105837,107476,109528,111802
Suriname,SUR,"Population, female",SP.POP.TOTL.FE.IN,133811,138571,143571,148798,154049,159280,164646,170183,175866,181671,187536,193310,196114,195886,195334,194482,193364,191991,190359,188441,187549,188022,188820,189954,191626,193964,196637,198969,201685,204858,207106,208763,210579,212049,214175,217941,222177,226288,230315,234274,238153,241957,245707,249404,252750,255810,258937,262113,265315,268537,271788,275035,278227,281345,284406,287483,290695,294024,297374,300864,304409,307598
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2058921,2119265,2141813,2163991,2186986,2208884,2229666,2249560,2267876,2286687,2297985,2308733,2329538,2353238,2378512,2404541,2430888,2457371,2483514,2509485,2531371,2551262,2572725,2593029,2612624,2631909,2649712,2666144,2682224,2697248,2711251,2715167,2717673,2729505,2741496,2750730,2757624,2763732,2768677,2772971,2770637,2766118,2764954,2763015,2762058,2761778,2761440,2761765,2763650,2766484,2768035,2770582,2774136,2776247,2778259,2779841,2782101,2785261,2788054,2790976,2793108,2787545
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,832835,836928,840755,846483,853214,861025,870761,879895,886618,890409,895166,901505,908426,915674,920263,928998,942534,953674,963770,973805,983168,985698,987671,994017,999310,1004379,1017083,1029550,1032546,1033340,1034494,1034881,1032495,1029095,1026959,1026223,1024656,1022394,1019259,1019098,1021311,1022211,1022497,1021709,1020858,1020982,1022532,1026612,1026544,1033990,1036572,1037546,1039195,1040114,1040642,1039891,1038201,1036459,1037800,1042591,1047063,1048601
Sweden,SWE,"Population, female",SP.POP.TOTL.FE.IN,3749915,3767134,3787478,3808406,3836400,3872228,3908895,3938791,3960940,3989235,4027560,4056974,4071143,4080732,4095604,4115113,4133517,4151912,4167829,4180640,4192385,4200142,4204946,4208982,4214619,4222977,4233935,4249091,4269192,4297776,4330930,4360353,4385784,4411003,4442313,4465753,4472856,4475229,4477326,4479906,4485532,4495417,4507394,4521528,4536646,4551999,4574597,4604872,4636700,4672101,4707641,4738700,4768910,4804202,4846823,4892930,4949232,5010725,5063720,5110007,5142210,5169131
Eswatini,SWZ,"Population, female",SP.POP.TOTL.FE.IN,178085,182337,186706,191256,196043,201162,206627,212355,218292,224468,230934,237701,244756,252084,259803,267978,276611,285488,294644,304252,314187,323512,333132,343866,354955,367411,381017,395119,412855,428462,442351,460103,477769,491892,492041,492010,502099,511863,520458,527500,533927,539728,544835,549165,552866,556082,559202,562588,564813,565573,566355,567504,569036,571047,573494,576287,579405,582740,586223,589812,594739,600441
Sint Maarten (Dutch part),SXM,"Population, female",SP.POP.TOTL.FE.IN,1387,1498,1631,1779,1938,2107,2285,2478,2685,2900,3127,3360,3603,3874,4170,4481,4805,5141,5492,5848,6210,6660,7296,8044,8818,9614,10438,11287,12165,13082,14037,15033,15809,16067,16043,15996,15928,15851,15907,15865,15617,15692,15814,16209,16777,17097,17373,17620,17758,17964,17929,17629,17437,17555,17951,18393,18836,19114,19248,19488,19731,19914
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,21022,21577,22118,22647,23186,23742,24304,24872,25446,26025,26607,27118,27732,28137,28658,29334,29945,30630,30865,31153,31465,31885,32111,32108,32338,32641,32885,34354,34470,34620,34750,35174,35309,36035,37034,37677,38347,38728,39342,40062,40339,40294,41486,40933,40663,40744,41489,41587,42403,42438,43487,42194,42453,43102,43671,44575,45099,45576,45934,46256,46598,46958
Syrian Arab Republic,SYR,"Population, female",SP.POP.TOTL.FE.IN,2244590,2314289,2385593,2460275,2538539,2620673,2706758,2796943,2891269,2989970,3093137,3201670,3315173,3431981,3552378,3676794,3805780,3939305,4078224,4222403,4370703,4522752,4677820,4840752,5012760,5189644,5370881,5555657,5742199,5928722,6114715,6300266,6486359,6675641,6867800,7062441,7259001,7455588,7653005,7852813,8055934,8265950,8483717,8707194,8942531,9190476,9613142,10247376,10631467,10806581,11060526,11256631,11199824,10658890,9962642,9541583,9430784,9451008,9636103,10024320,10364931,10643230
Turks and Caicos Islands,TCA,"Population, female",SP.POP.TOTL.FE.IN,3075,3067,3055,3042,3027,3012,2998,2985,2971,2957,2950,2982,3050,3126,3208,3304,3407,3510,3618,3725,3852,4013,4186,4359,4531,4708,4886,5063,5241,5417,5642,5951,6293,6639,6987,7337,7687,8039,8399,8765,9134,9537,10039,10611,11177,11746,12316,12886,13463,14046,14627,15181,15819,16575,17267,18046,18906,19707,20535,21341,21952,22385
Chad,TCD,"Population, female",SP.POP.TOTL.FE.IN,1533459,1563196,1593634,1624784,1656523,1688169,1719852,1752195,1785491,1820361,1857204,1895475,1937126,1981833,2025722,2067443,2107152,2145459,2183416,2228611,2231763,2232867,2340294,2459341,2491158,2515358,2591059,2684779,2777741,2871175,2950185,3058231,3187263,3258291,3328610,3474287,3627698,3750678,3877423,4011340,4147546,4284862,4431767,4607685,4813244,5005974,5183320,5359155,5544390,5740238,5936573,6145281,6361207,6589646,6827550,7047152,7270988,7515149,7772311,8032044,8289666,8556210
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, female",SP.POP.TOTL.FE.IN,434868048,434823165,440769335,452234606,463497592,475117452,488357802,501168536,514453352,528568835,543072017,557833105,571737045,585183622,597907198,609484142,620234608,630390423,640697262,651150446,661359499,671826781,683371152,694954215,705996866,717318420,729323264,742003028,754822061,767328241,779581559,791347315,802451717,813260329,823977748,834437779,844739328,854968096,864848555,874076050,882636695,890785126,898645015,906210230,913543590,920832105,927990010,934999070,941967988,948874868,955763239,963126254,971428356,979662822,987630379,995286443,1002951883,1010863557,1017801751,1023911300,1029192935,1033239264
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female",SP.POP.TOTL.FE.IN,164474573,166719991,168972760,171256791,173568988,175787035,177668387,179698073,181700429,183608581,185485791,187300113,189054604,190797682,192560696,194352951,196302315,198277231,200189186,202080568,203987958,205883407,207751698,209663768,211719022,213761651,215784894,217809308,219762330,221357036,222581911,223736835,224572078,225284494,225828589,226183927,226605377,226956314,227153124,227151341,226992548,226834681,226725966,226845228,227098740,227403191,227765221,228143043,228724454,229526872,230404580,231371236,232347807,233506716,234772195,236068436,237256216,238211480,238884600,239543977,240058489,240226601
Togo,TGO,"Population, female",SP.POP.TOTL.FE.IN,837141,851024,865169,880183,898263,922283,953505,991088,1032116,1073130,1111666,1146629,1178364,1208387,1237948,1267403,1297131,1327353,1358468,1392132,1430336,1474081,1522806,1574468,1627306,1679560,1731156,1784138,1838621,1893968,1950251,2007390,2065244,2050622,2057133,2150532,2233519,2306599,2374127,2443433,2512911,2580948,2648182,2717015,2788032,2859955,2939845,3024956,3110745,3197084,3281899,3368325,3455284,3543083,3632229,3722767,3814990,3908948,4004288,4101080,4199517,4299551
Thailand,THA,"Population, female",SP.POP.TOTL.FE.IN,13274492,13674281,14092853,14525319,14970794,15429462,15896337,16368934,16847272,17331828,17828927,18332692,18842044,19358255,19870071,20372680,20859346,21341107,21824983,22305813,22800284,23301459,23793835,24283699,24771150,25254500,25731907,26203565,26672809,27133975,27613526,28090082,28552103,29023040,29494978,29952707,30392549,30832850,31259606,31651539,31994172,32302543,32601809,32892200,33172952,33442524,33707262,33977340,34245582,34506526,34759118,35010449,35263239,35505484,35728989,35928923,36120993,36304062,36456433,36584375,36706197,36807094
Tajikistan,TJK,"Population, female",SP.POP.TOTL.FE.IN,1089098,1127034,1166492,1207191,1248917,1291503,1334946,1379373,1424885,1471199,1517421,1563455,1610196,1658049,1707373,1758663,1811923,1867101,1923570,1979758,2035277,2091485,2149357,2209434,2272232,2342278,2421852,2507622,2596365,2683456,2757542,2823443,2871785,2904373,2948898,3003242,3060702,3102188,3126452,3148968,3193403,3258343,3320485,3381399,3441092,3500113,3558928,3618745,3680787,3746357,3816785,3892805,3973488,4058822,4149426,4244558,4341940,4439244,4538006,4640105,4741717,4843921
Turkmenistan,TKM,"Population, female",SP.POP.TOTL.FE.IN,820540,849275,878854,908995,939457,970002,1000504,1030990,1061449,1092034,1123033,1154522,1186422,1218798,1251643,1284694,1317685,1350660,1383895,1417495,1452313,1488975,1527342,1567532,1609805,1654719,1702494,1752433,1803169,1852410,1900626,1950262,2001570,2053374,2103302,2149535,2186314,2217209,2250831,2285410,2319309,2352143,2383903,2413772,2444135,2477064,2511099,2546448,2583794,2623822,2666836,2712698,2760957,2810945,2861936,2913195,2963818,3013322,3061479,3108189,3154282,3200126
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, female",SP.POP.TOTL.FE.IN,104253615,107258510,110342077,113494701,116711878,119985398,123290286,126619848,129976774,133361380,136775194,140253595,143813086,147438928,151126947,154863607,158649606,162525063,166498397,170526691,174557637,178524400,182485591,186504219,190536203,194558029,198568802,202580470,206613437,210657454,214771449,218924190,223044073,227150403,231244346,235312759,239334605,243323991,247279091,251184122,255038531,258816287,262509733,266101452,269633347,273129412,276553001,279914343,283227167,286523290,289702092,293135175,296561774,299922980,303236469,306520707,309784674,312988678,316070405,319018906,321766441,324233250
Timor-Leste,TLS,"Population, female",SP.POP.TOTL.FE.IN,232907,236593,240427,244388,248463,252691,257101,261683,266411,271245,276170,281170,286228,291262,295410,298691,302074,305425,308077,309957,312387,315416,318504,322089,326303,331220,336688,342714,349341,356342,363283,369683,375769,382016,388445,394933,401376,407833,414291,420454,426881,434512,442957,451611,461240,472646,484856,496805,508195,518938,530149,542678,555592,568065,580201,590849,600053,609206,618322,627425,637023,647343
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, female",SP.POP.TOTL.FE.IN,48086180,49281627,50515447,51805420,53139610,54515397,55967175,57499789,59072564,60686268,62340120,64020093,65736889,67518490,69369558,71382607,73712301,76058176,78108530,80272479,82747535,85534884,88421192,91246830,94187871,97142253,100154823,103184076,106142221,109107095,112240773,115360001,118220126,120769158,123258178,125867779,128405698,130946516,133554610,136207910,138932618,141716326,144306358,146877728,149707578,152624360,155555239,158523837,161554698,164664818,167896478,171030785,174188986,177647443,181273554,184889551,188304102,191552979,194899344,198302545,201537177,204618405
Tonga,TON,"Population, female",SP.POP.TOTL.FE.IN,32864,33787,34725,35694,36685,37695,38681,39610,40468,41266,42025,42752,43461,44153,44852,45563,46265,46755,47010,47215,47382,47517,47630,47732,47829,47917,47997,48172,48416,48599,48727,48818,48890,48954,49033,49124,49200,49430,49797,50133,50460,50782,51093,51398,51713,52015,52297,52584,52863,53093,53313,53530,53580,53482,53359,53207,53093,53032,52981,52956,53161,53578
South Asia (IDA & IBRD),TSA,"Population, female",SP.POP.TOTL.FE.IN,275246661,281794930,288529204,295442936,302527577,309648323,316750585,323993575,331520051,339276188,347104007,354812207,362776545,371268118,379974088,388829166,397801645,407037525,416579287,426401037,436621356,446969803,457621375,468811901,480269641,491933113,503704508,515554502,527620635,539942165,552257504,564547241,577186500,590227392,603311726,616237468,629050086,641895648,654874245,667955172,681081948,694386792,707927827,721292991,734234087,746839861,759072124,770828639,782485342,794380004,806435274,818583755,830425818,841947907,853160230,864094220,875185984,886391467,897383323,908086083,918711070,928581582
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, female",SP.POP.TOTL.FE.IN,114656118,117456375,120385721,123420550,126582897,129867691,133231950,136701146,140315563,144054102,147932334,151909547,155952106,160176911,164639420,169283157,174075685,178955824,184186796,189743691,195164613,200885185,207124403,213329706,219582660,226169203,232863711,239623065,246427506,253346524,260420716,267482536,274681504,282136829,289659495,297465659,305611715,313679331,321784430,330171056,338844115,347804503,357043730,366538352,376361661,386526735,397032885,407916359,419164461,430739177,442646200,454832692,467301884,480124867,493252522,506709632,520367695,534216220,548412813,562935688,577767319,592668662
Trinidad and Tobago,TTO,"Population, female",SP.POP.TOTL.FE.IN,421854,431262,440348,449257,457972,466454,474661,482426,489591,496145,501736,507229,513529,520149,526856,533578,540399,547380,554683,562429,570115,577398,584552,591582,598263,605783,614072,621653,628274,634070,639221,644058,648735,652997,656789,660086,662989,665406,667630,669924,672541,675875,679829,683908,688004,692285,696458,700602,704812,709337,714240,719388,724786,730188,735428,740577,745604,750563,761204,768058,768972,772874
Tunisia,TUN,"Population, female",SP.POP.TOTL.FE.IN,2086704,2104744,2125136,2148388,2174441,2206465,2253777,2313804,2378167,2444959,2512624,2581443,2651928,2724827,2800524,2879258,2958099,3035470,3112605,3189802,3267597,3347559,3430162,3516225,3610264,3709581,3809281,3908522,4005424,4098793,4190262,4281433,4371046,4458141,4540824,4617057,4687547,4754088,4817059,4876303,4932858,4987785,5041762,5095996,5150557,5203104,5253882,5305565,5358773,5414120,5472893,5543870,5617270,5684301,5752827,5821555,5890057,5957666,6023338,6086590,6148895,6205901
Turkiye,TUR,"Population, female",SP.POP.TOTL.FE.IN,13491673,13859558,14249716,14646590,15038682,15420101,15826237,16262457,16710380,17146299,17552672,17923697,18272677,18632671,18989362,19340945,19763701,20257639,20752799,21243840,21722656,22180542,22674326,23221218,23769878,24312604,24844469,25364816,25884683,26406144,26922234,27427388,27924811,28429090,28943339,29448145,29948597,30445131,30930669,31403302,31867550,32347670,32807631,33249782,33711804,34174902,34626495,35063298,35492255,35947694,36435164,36927573,37482841,38134588,38904126,39673609,40364923,40905866,41271565,41614734,41952454,42285574
Tuvalu,TUV,"Population, female",SP.POP.TOTL.FE.IN,2769,2791,2805,2813,2840,2886,2942,3009,3074,3112,3132,3155,3173,3195,3283,3434,3595,3759,3920,4049,4138,4213,4262,4298,4336,4393,4465,4540,4622,4699,4773,4848,4894,4905,4911,4912,4910,4907,4896,4885,4869,4845,4822,4835,4878,4922,4965,5006,5045,5093,5146,5202,5260,5280,5272,5261,5244,5230,5252,5301,5367,5449
Tanzania,TZA,"Population, female",SP.POP.TOTL.FE.IN,5104194,5251078,5403529,5560591,5724465,5894298,6069724,6252029,6448501,6661441,6885932,7122200,7372374,7634662,7907598,8192773,8489168,8796217,9109318,9421887,9734292,10051890,10377355,10717308,11064572,11419627,11784910,12157933,12532412,12893261,13246588,13601442,13959802,14397738,14933216,15404806,15726779,16074413,16499889,16941443,17422895,17903270,18383543,18887539,19417879,19973779,20551919,21146405,21745199,22325047,22934464,23604611,24302653,25043537,25829040,26682282,27588579,28504126,29411111,30309141,31229064,32170681
Uganda,UGA,"Population, female",SP.POP.TOTL.FE.IN,3769494,3884829,4004929,4130869,4262563,4399721,4542813,4692441,4849199,5009712,5170682,5327511,5470966,5609314,5758688,5918011,6082650,6252307,6427548,6592289,6740630,6894402,7067708,7258319,7468747,7693783,7930993,8185083,8450090,8726862,9012225,9310255,9629879,9963983,10298404,10579985,10868349,11186019,11520334,11895320,12269915,12644368,13037567,13443274,13837865,14236112,14647855,15074658,15512657,15962058,16424860,16899880,17387117,17886355,18416102,18983798,19617063,20303726,20994287,21707475,22431520,23153140
Ukraine,UKR,"Population, female",SP.POP.TOTL.FE.IN,23728570,24016700,24285170,24532596,24769028,24982373,25184720,25391601,25584337,25757242,25922418,26095218,26265723,26411262,26547089,26680429,26794182,26887374,26966049,27049673,27143500,27246899,27304925,27372635,27448520,27512302,27583745,27663091,27756703,27860683,27899496,27937039,27992198,27990982,27845604,27624346,27385478,27142463,26904711,26658054,26402974,26143936,25912812,25714014,25531650,25361812,25204855,25065410,24938391,24827572,24720003,24619417,24540714,24465742,24331203,24252850,24163867,24063444,23945847,23824417,23696954,23524526
Upper middle income,UMC,"Population, female",SP.POP.TOTL.FE.IN,554825534,556813181,564888589,578500345,591944829,605858433,621129168,635933293,651164503,667158851,683604712,700266050,715931204,731188155,745796562,759289649,772129927,784384032,796695618,809138550,821325407,833727699,847263877,860954389,874310488,888030560,902366043,917273559,932270125,946646585,960442894,973762011,986191376,998342732,1010441299,1022085246,1033564188,1044740088,1055356473,1065235517,1074582200,1083563642,1092201817,1100553694,1108786389,1117036085,1124870064,1132276140,1140073107,1148109735,1155886301,1164271057,1173851422,1183944793,1194021710,1203678459,1212852971,1221993856,1230264946,1237634633,1243791913,1248357057
Uruguay,URY,"Population, female",SP.POP.TOTL.FE.IN,1262332,1279303,1295826,1311930,1327593,1342688,1357112,1370716,1383295,1394563,1404415,1413801,1423549,1433546,1444099,1455478,1466796,1477153,1486574,1495122,1502721,1509973,1517574,1525624,1534100,1543078,1552762,1562906,1573706,1585076,1595955,1606454,1616956,1627299,1637742,1648285,1658822,1669407,1679598,1689136,1697283,1703369,1707985,1711718,1715206,1718045,1720550,1723823,1727547,1731478,1735600,1739923,1744447,1749192,1754081,1759187,1764048,1767547,1769223,1769262,1768921,1766768
United States,USA,"Population, female",SP.POP.TOTL.FE.IN,91128169,92747662,94293802,95764478,97205992,98580141,99955595,101301297,102498871,103581968,104782012,106066233,107184351,108229211,109264328,110396918,111502991,112685891,113947226,115257744,116393393,117543211,118652429,119709735,120706435,121730704,122805500,123858168,124936886,126057113,127417991,129055067,130776318,132446165,134022320,135565598,137090110,138687394,140236332,141757600,143251716,144625822,145972802,147242226,148594732,149946323,151383683,152829130,154289840,155660194,156968302,158043988,159064447,160034189,161084758,162158414,163224028,164151818,164926348,165599805,167197748,167480460
Uzbekistan,UZB,"Population, female",SP.POP.TOTL.FE.IN,4316573,4474667,4645815,4822083,5001917,5185502,5370234,5555948,5743370,5930780,6112815,6288947,6467011,6650265,6839159,7034262,7236020,7443574,7650106,7847485,8036193,8224463,8418111,8619956,8833642,9060647,9301153,9551705,9805371,10049302,10245281,10458555,10699574,10941964,11159106,11364153,11586810,11811592,12008083,12144366,12321034,12484420,12643062,12795643,12948519,13102791,13264039,13453551,13669723,13899688,14294052,14678761,14892274,15123261,15377752,15645110,15916811,16186297,16470365,16783206,17107641,17446107
St. Vincent and the Grenadines,VCT,"Population, female",SP.POP.TOTL.FE.IN,44238,44850,45462,46042,46599,47169,47755,48317,48854,49389,49907,50380,50802,51196,51565,51880,52144,52388,52602,52755,52880,53168,53594,53987,54346,54663,54929,55144,55325,55479,55609,55723,55862,56017,56127,56192,56203,56148,56045,55925,55810,55700,55587,55395,55114,54797,54464,54143,53871,53620,53341,53026,52710,52397,52139,51944,51704,51523,51425,51288,51199,51123
"Venezuela, RB",VEN,"Population, female",SP.POP.TOTL.FE.IN,4038709,4187533,4338716,4492383,4648735,4807939,4970235,5135324,5303179,5473435,5646328,5822200,6000922,6183300,6369753,6560499,6755816,6955896,7160493,7368909,7580477,7795110,8012324,8231835,8453872,8678317,8907283,9140693,9376316,9613316,9850103,10086291,10321668,10556087,10790003,11023144,11255127,11487401,11720770,11953242,12185778,12416404,12646261,12876104,13103406,13329254,13551989,13770877,13984235,14190951,14393135,14591553,14786972,14978971,15164502,15341129,15457477,15379664,15021517,14605811,14376694,14243056
British Virgin Islands,VGB,"Population, female",SP.POP.TOTL.FE.IN,3954,3945,3918,3892,3874,3871,3893,3956,4077,4281,4505,4632,4694,4764,4840,4920,5005,5093,5178,5265,5395,5580,5785,5996,6209,6423,6641,6866,7094,7335,7599,7838,8028,8210,8399,8598,8813,9040,9277,9524,9777,10069,10437,10849,11277,11724,12190,12679,13197,13714,14001,14238,14506,14641,14826,15063,15287,15482,15653,15825,16010,16146
Virgin Islands (U.S.),VIR,"Population, female",SP.POP.TOTL.FE.IN,16128,16789,17182,19588,20126,21516,22924,24435,27798,30167,31786,35630,38546,42694,45844,48364,49429,48096,49696,50017,51885,51965,52044,52144,52221,52242,52205,52144,52074,52028,53452,53899,54456,54983,55447,55802,56048,56287,56489,56628,56755,56744,56692,56652,56593,56555,56492,56467,56507,56549,56560,56548,56537,56512,56498,56504,56516,56522,56512,56473,56425,56360
